,Headway,Velocity
3903,2.75,1.81
3904,0.72,2.41
3905,2.07,2.03
3906,1.1,2.27
3907,1.79,1.19
3908,2.22,2.26
3909,1.55,1.95
3910,1.87,0.98
3911,0.33,0.71
3912,2.48,1.41
3913,1.52,1.01
3914,2.08,0.94
3915,1.18,0.08
3916,0.17,1.97
3917,1.25,0.51
3918,1.64,0.55
3919,1.32,1.72
3920,1.16,1.06
3921,1.37,2.15
3922,0.63,1.95
3923,1.42,1.15
3924,0.54,1.34
3925,1.27,1.84
3926,2.39,1.38
3927,2.19,1.6
3928,1.29,1.51
3929,1.11,1.91
3930,1.1,1.67
3931,1.43,2.9
3932,0.51,1.27
3933,0.64,2.53
3934,1.51,1.76
3935,1.3,0.2
3936,1.2,2.49
3937,1.9,1.55
3938,0.51,2.17
3939,2.2,1.24
3940,1.54,2.18
3941,1.92,3.0
3942,3.2,2.09
3943,1.83,1.61
3944,2.1,2.37
3945,1.79,1.5
3946,1.89,2.49
3947,1.78,1.5
3948,0.86,2.49
3949,1.82,1.18
3950,1.72,0.87
3951,2.04,1.98
3952,0.69,1.33
3953,0.61,1.57
3954,1.68,0.36
3955,1.55,1.33
3956,2.05,0.86
3957,1.53,2.67
3958,0.43,1.12
3959,3.1,2.29
3960,2.04,2.77
3961,2.16,3.49
3962,1.37,1.63
3963,0.99,1.84
3964,1.3,2.38
3965,1.26,1.54
3966,3.09,0.97
3967,0.12,1.99
3968,1.37,1.65
3969,0.03,1.38
3970,1.09,1.91
3971,2.52,1.82
3972,0.22,1.48
3973,1.38,0.84
3974,1.73,1.27
3975,1.4,2.04
3976,1.46,1.85
3977,1.59,1.61
3978,1.74,0.65
3979,0.27,0.76
3980,2.62,2.03
3981,2.3,1.75
3982,1.48,3.02
3983,3.08,2.25
3984,2.13,1.47
3985,1.12,1.25
3986,1.55,0.79
3987,1.63,1.85
3988,1.05,2.66
3989,1.93,2.32
3990,1.32,2.01
3991,1.84,2.56
3992,1.53,1.65
3993,1.76,2.28
3994,1.94,1.58
3995,1.37,1.82
3996,1.44,2.05
3997,2.16,1.8
3998,2.51,1.73
3999,1.32,1.28
4000,1.38,1.77
4001,1.89,1.38
4002,1.16,1.37
4003,1.07,1.08
4004,2.82,1.3
4005,2.69,0.89
4006,0.79,1.3
4007,2.12,2.32
4008,1.17,1.67
4009,3.22,2.37
4010,2.2,0.9
4011,1.89,1.47
4012,1.22,1.86
4013,0.74,1.22
4014,1.34,1.45
4015,1.65,1.39
4016,1.73,1.38
4017,0.55,3.15
4018,1.3,1.84
4019,1.15,2.8
4020,0.87,1.42
4021,1.34,2.28
4022,2.35,0.96
4023,1.56,2.8
4024,1.39,1.78
4025,2.48,1.67
4026,0.33,3.02
4027,0.75,2.01
4028,1.5,2.46
4029,1.11,1.76
4030,0.91,0.86
4031,1.69,1.79
4032,0.97,2.06
4033,1.63,1.26
4034,0.6,1.6
4035,1.53,1.76
4036,1.3,1.42
4037,0.8,2.1
4038,0.31,2.75
4039,0.81,2.45
4040,1.5,2.03
4041,0.76,2.8
4042,1.25,2.34
4043,2.14,2.55
4044,2.62,2.15
4045,1.67,1.05
4046,1.83,3.04
4047,2.05,2.1
4048,1.01,2.89
4049,2.21,2.16
4050,2.14,2.8
4051,0.83,0.92
4052,1.18,1.6
4053,0.07,0.9
4054,1.9,1.44
4055,1.6,1.67
4056,1.59,3.52
4057,0.04,2.2
4058,1.84,1.83
4059,0.08,1.29
4060,1.52,1.22
4061,1.49,1.61
4062,1.55,1.34
4063,1.08,0.08
4064,2.43,2.14
4065,0.12,2.14
4066,2.1,1.2
4067,2.68,2.0
4068,1.82,2.75
4069,1.92,1.83
4070,1.68,2.91
4071,1.99,2.01
4072,2.17,2.39
4073,1.65,2.98
4074,1.3,2.21
4075,2.44,1.46
4076,0.56,1.73
4077,0.97,0.72
4078,1.48,0.98
4079,1.55,2.34
4080,0.49,0.81
4081,1.04,0.93
4082,2.27,1.38
4083,1.17,1.0
4084,2.61,0.15
4085,1.38,2.4
4086,1.44,2.53
4087,1.0,1.9
4088,1.94,2.72
4089,1.73,1.5
4090,2.25,1.49
4091,0.58,1.44
4092,0.31,0.68
4093,2.5,0.75
4094,1.17,1.81
4095,1.5,3.35
4096,1.32,2.45
4097,2.58,2.04
4098,2.36,1.64
4099,0.05,1.64
4100,2.42,2.99
4101,2.36,1.08
4102,1.24,2.81
4103,1.33,2.19
4104,0.02,2.2
4105,1.66,2.42
4106,1.88,0.14
4107,1.56,0.62
4108,1.91,1.95
4109,2.61,3.07
4110,2.1,2.47
4111,1.4,2.62
4112,1.54,2.53
4113,2.26,1.5
4114,0.73,1.34
4115,2.56,1.54
4116,1.59,1.71
4117,0.04,1.26
4118,0.56,3.44
4119,0.94,1.51
4120,1.38,2.29
4121,1.84,1.96
4122,0.87,2.73
4123,0.12,0.09
4124,0.23,2.93
4125,2.07,1.34
4126,1.66,1.28
4127,0.93,1.72
4128,2.39,1.42
4129,2.44,1.57
4130,2.08,1.19
4131,0.23,1.89
4132,1.18,1.5
4133,1.9,1.78
4134,2.19,1.51
4135,2.39,1.84
4136,2.23,1.89
4137,0.82,1.81
4138,2.68,2.07
4139,2.46,1.1
4140,0.37,2.49
4141,2.13,2.84
4142,1.79,2.22
4143,1.05,2.03
4144,2.34,2.81
4145,1.42,1.45
4146,1.58,1.13
4147,2.07,2.37
4148,2.06,3.22
4149,1.51,2.14
4150,0.58,1.99
4151,1.92,1.44
4152,1.45,0.83
4153,1.44,1.53
4154,2.12,2.61
4155,1.79,1.54
4156,0.97,1.21
4157,1.13,0.86
4158,1.79,1.58
4159,0.86,1.82
4160,2.81,2.54
4161,1.51,3.64
4162,1.47,2.21
4163,2.49,0.82
4164,0.12,2.08
4165,0.75,2.48
4166,1.6,3.97
4167,0.19,2.46
4168,0.93,0.39
4169,1.2,2.87
4170,2.57,2.95
4171,1.32,1.41
4172,2.24,0.33
4173,2.47,1.1
4174,0.91,1.37
4175,0.36,2.14
4176,0.78,2.45
4177,2.2,3.47
4178,0.9,1.4
4179,1.12,2.23
4180,1.57,2.03
4181,1.17,0.75
4182,1.71,1.22
4183,1.7,2.08
4184,1.48,1.7
4185,1.96,0.93
4186,0.59,1.08
4187,1.67,1.66
4188,1.77,1.69
4189,1.29,1.18
4190,2.05,3.19
4191,0.08,1.63
4192,1.32,1.35
4193,2.44,1.83
4194,1.72,0.94
4195,2.08,0.59
4196,1.58,1.19
4197,1.34,2.45
4198,1.84,1.29
4199,0.48,2.0
4200,0.19,0.9
4201,0.89,1.49
4202,1.62,2.68
4203,2.86,2.08
4204,2.25,1.99
4205,2.12,1.46
4206,1.02,2.05
4207,1.96,1.72
4208,1.92,2.59
4209,2.34,1.78
4210,2.8,2.09
4211,1.6,1.8
4212,1.7,1.48
4213,0.44,3.72
4214,0.16,2.09
4215,1.6,1.8
4216,1.66,1.41
4217,3.61,0.99
4218,2.3,2.73
4219,1.16,1.52
4220,0.73,1.85
4221,1.14,0.38
4222,1.71,0.93
4223,2.48,1.83
4224,0.96,1.69
4225,1.19,1.77
4226,1.72,1.44
4227,2.16,2.54
4228,0.75,1.26
4229,1.55,3.04
4230,0.4,3.45
4231,1.07,1.46
4232,0.98,1.88
4233,1.26,0.19
4234,1.18,3.26
4235,1.56,0.74
4236,1.84,1.78
4237,1.8,1.54
4238,2.29,1.69
4239,1.16,1.34
4240,0.9,2.51
4241,1.86,1.68
4242,1.49,2.29
4243,0.75,3.66
4244,1.21,3.0
4245,0.79,2.51
4246,1.68,1.72
4247,1.48,1.31
4248,2.4,1.8
4249,2.69,2.14
4250,2.49,1.71
4251,3.02,1.59
4252,0.9,0.51
4253,1.8,1.5
4254,1.64,1.1
4255,1.53,2.02
4256,3.51,1.08
4257,1.4,2.35
4258,0.09,3.21
4259,1.34,2.64
4260,1.82,1.9
4261,1.84,2.19
4262,2.74,1.27
4263,0.93,1.1
4264,2.57,1.34
4265,0.42,0.32
4266,2.36,1.39
4267,1.33,1.81
4268,2.05,0.78
4269,1.56,1.29
4270,0.44,1.3
4271,1.81,1.07
4272,1.4,2.5
4273,2.55,1.97
4274,0.7,1.35
4275,2.02,2.63
4276,1.45,1.51
4277,0.66,1.96
4278,1.41,1.37
4279,1.64,1.44
4280,1.41,1.73
4281,2.79,1.0
4282,2.43,2.46
4283,2.26,1.36
4284,1.49,1.64
4285,1.28,1.93
4286,0.72,1.72
4287,1.82,2.59
4288,1.03,1.78
4289,0.52,0.84
4290,1.39,1.0
4291,1.09,2.23
4292,2.13,1.32
4293,1.03,2.39
4294,1.33,2.56
4295,1.43,2.2
4296,1.86,1.02
4297,1.24,0.95
4298,3.01,2.6
4299,2.64,2.01
4300,1.62,1.74
4301,2.13,1.91
4302,0.22,1.01
4303,1.46,1.1
4304,1.15,0.56
4305,0.75,2.52
4306,1.89,1.7
4307,0.71,0.2
4308,2.06,1.69
4309,0.53,2.22
4310,0.16,0.72
4311,2.43,0.8
4312,2.19,2.14
4313,1.17,1.21
4314,2.05,2.21
4315,1.19,1.17
4316,0.84,2.15
4317,2.42,1.99
4318,1.95,0.82
4319,1.99,2.07
4320,1.34,2.59
4321,2.31,2.79
4322,0.15,1.8
4323,0.49,1.44
4324,2.01,2.41
4325,1.39,0.06
4326,1.62,2.05
4327,1.05,2.74
4328,2.28,0.34
4329,1.59,0.72
4330,0.42,1.72
4331,1.23,2.19
4332,0.6,2.9
4333,0.94,1.73
4334,2.47,2.48
4335,1.2,2.39
4336,1.58,1.96
4337,0.81,0.9
4338,1.66,1.44
4339,1.26,0.32
4340,2.07,2.29
4341,1.73,1.2
4342,0.7,0.82
4343,2.17,1.33
4344,1.85,0.58
4345,2.84,3.48
4346,0.87,2.55
4347,2.04,1.77
4348,2.06,2.36
4349,0.68,0.73
4350,1.61,1.06
4351,0.53,2.46
4352,0.28,2.5
4353,1.39,0.95
4354,1.83,0.38
4355,0.94,1.91
4356,1.36,0.14
4357,1.29,2.3
4358,2.55,1.0
4359,0.74,2.43
4360,1.53,2.02
4361,2.4,1.28
4362,0.62,1.14
4363,1.06,3.47
4364,1.65,2.41
4365,4.06,1.15
4366,2.94,2.29
4367,0.85,3.15
4368,1.73,1.93
4369,0.18,2.33
4370,1.07,2.27
4371,1.39,0.62
4372,1.08,1.08
4373,1.39,2.52
4374,0.46,1.04
4375,1.23,1.09
4376,1.95,1.84
4377,1.77,0.92
4378,1.2,1.37
4379,0.73,1.98
4380,1.34,0.8
4381,1.73,1.65
4382,0.45,1.21
4383,0.23,2.73
4384,0.75,0.62
4385,1.41,2.44
4386,0.81,1.35
4387,1.3,0.63
4388,1.35,1.29
4389,0.22,1.38
4390,0.98,1.75
4391,1.34,2.15
4392,1.59,2.52
4393,1.93,2.43
4394,0.54,1.19
4395,3.0,2.81
4396,0.81,0.77
4397,2.37,1.95
4398,1.34,1.35
4399,2.01,2.57
4400,3.04,1.24
4401,3.02,2.43
4402,2.55,2.33
4403,1.12,1.48
4404,1.7,0.97
4405,1.23,1.69
4406,0.15,1.69
4407,0.96,1.32
4408,0.05,1.18
4409,1.53,2.18
4410,2.68,1.74
4411,1.69,1.49
4412,1.5,1.7
4413,0.98,0.93
4414,2.04,0.32
4415,2.39,1.59
4416,1.43,1.67
4417,1.28,0.73
4418,0.83,1.88
4419,2.12,2.46
4420,1.11,2.04
4421,1.18,0.22
4422,2.17,3.6
4423,1.13,1.66
4424,1.11,3.89
4425,2.15,1.55
4426,2.17,1.92
4427,1.28,1.68
4428,1.29,1.39
4429,1.18,1.11
4430,2.31,2.05
4431,2.27,3.04
4432,0.63,0.99
4433,0.96,1.77
4434,1.66,1.92
4435,1.0,2.76
4436,1.65,1.18
4437,2.93,0.54
4438,1.7,0.24
4439,2.61,2.48
4440,1.13,1.18
4441,1.21,2.34
4442,1.08,1.64
4443,0.85,2.8
4444,0.79,1.94
4445,0.33,0.54
4446,1.67,1.11
4447,1.48,1.18
4448,0.01,1.95
4449,1.9,2.07
4450,2.39,2.63
4451,1.18,1.54
4452,1.52,2.1
4453,1.32,0.89
4454,0.27,2.27
4455,2.44,1.69
4456,0.94,0.83
4457,1.49,0.03
4458,0.89,1.36
4459,1.54,3.5
4460,0.64,0.98
4461,0.81,2.15
4462,2.34,1.46
4463,0.8,1.94
4464,0.1,2.03
4465,1.42,1.4
4466,1.35,1.04
4467,0.78,2.43
4468,2.65,1.71
4469,1.07,1.69
4470,1.21,1.99
4471,0.31,1.36
4472,1.9,1.97
4473,2.48,1.26
4474,1.17,1.06
4475,1.59,1.5
4476,2.44,1.42
4477,1.49,2.11
4478,2.25,1.37
4479,3.23,0.97
4480,1.23,1.86
4481,0.23,1.66
4482,1.62,0.08
4483,1.33,0.65
4484,0.99,1.36
4485,0.83,2.02
4486,1.95,0.14
4487,0.86,2.11
4488,2.66,2.02
4489,1.86,1.16
4490,1.38,2.03
4491,1.34,1.35
4492,1.51,1.36
4493,1.97,2.97
4494,1.29,1.74
4495,1.79,2.06
4496,2.66,1.4
4497,2.24,1.64
4498,0.78,2.03
4499,2.62,1.98
4500,1.11,2.1
4501,1.02,2.36
4502,1.32,2.33
4503,1.24,0.95
4504,1.69,1.16
4505,0.98,1.64
4506,2.12,0.9
4507,1.38,0.5
4508,1.98,2.52
4509,1.13,1.28
4510,1.72,1.22
4511,1.05,1.6
4512,0.64,2.39
4513,1.92,1.85
4514,1.61,0.76
4515,1.19,1.33
4516,0.52,1.94
4517,1.4,2.21
4518,2.09,1.46
4519,0.57,0.89
4520,0.49,1.63
4521,2.45,1.49
4522,0.87,0.71
4523,1.93,1.15
4524,0.4,2.75
4525,0.79,3.14
4526,2.74,0.73
4527,2.27,2.81
4528,1.5,1.06
4529,1.62,0.33
4530,1.49,2.63
4531,2.26,0.93
4532,0.93,1.68
4533,1.12,0.92
4534,3.01,1.1
4535,2.56,1.69
4536,1.63,1.86
4537,2.85,0.08
4538,0.9,2.62
4539,1.95,2.35
4540,0.98,2.93
4541,1.61,1.04
4542,1.64,2.45
4543,0.7,2.47
4544,0.96,0.66
4545,2.28,1.73
4546,0.35,1.0
4547,0.8,1.56
4548,2.2,1.09
4549,2.1,2.25
4550,0.76,0.57
4551,3.06,1.51
4552,0.72,0.04
4553,1.32,1.69
4554,2.69,2.08
4555,1.07,2.1
4556,2.35,0.99
4557,1.32,1.57
4558,1.55,1.21
4559,1.55,2.71
4560,1.74,2.13
4561,1.86,1.24
4562,1.45,1.67
4563,1.21,2.07
4564,1.5,2.28
4565,2.35,2.28
4566,0.07,1.67
4567,1.46,0.47
4568,2.31,0.9
4569,1.19,1.55
4570,0.63,1.91
4571,1.26,1.85
4572,2.13,0.84
4573,1.71,0.65
4574,1.72,1.61
4575,1.89,1.45
4576,1.43,2.21
4577,3.1,2.32
4578,1.27,2.1
4579,2.44,1.61
4580,1.57,1.46
4581,1.22,1.37
4582,1.21,1.48
4583,0.51,0.6
4584,1.89,1.65
4585,0.43,1.06
4586,1.81,1.76
4587,1.86,1.06
4588,1.71,0.24
4589,1.54,2.46
4590,0.58,1.12
4591,1.42,2.01
4592,2.29,2.08
4593,1.78,1.86
4594,1.91,1.36
4595,1.45,1.16
4596,0.39,1.93
4597,2.21,0.98
4598,1.27,0.26
4599,0.96,1.44
4600,1.01,0.53
4601,1.56,0.99
4602,1.52,2.82
4603,0.49,2.91
4604,1.21,2.24
4605,1.63,2.44
4606,2.22,1.36
4607,2.89,2.67
4608,1.3,1.74
4609,1.65,2.78
4610,2.91,2.26
4611,2.96,1.13
4612,0.61,0.77
4613,1.74,2.53
4614,1.15,0.65
4615,2.49,3.65
4616,3.52,0.58
4617,2.09,1.99
4618,1.72,2.19
4619,2.3,3.0
4620,0.94,1.92
4621,1.48,1.32
4622,0.87,1.49
4623,2.36,0.07
4624,1.06,1.75
4625,1.62,2.73
4626,1.21,0.22
4627,1.45,1.47
4628,1.65,1.79
4629,0.86,2.08
4630,0.94,1.37
4631,2.62,2.59
4632,2.07,1.82
4633,1.68,1.14
4634,2.6,1.24
4635,2.57,2.13
4636,1.87,2.86
4637,1.09,2.13
4638,2.05,2.33
4639,1.69,2.19
4640,1.91,3.04
4641,1.32,2.14
4642,0.7,0.56
4643,1.82,1.91
4644,1.35,1.72
4645,0.95,1.86
4646,0.25,1.34
4647,0.49,2.91
4648,1.44,2.35
4649,0.7,1.76
4650,1.56,1.4
4651,1.16,2.89
4652,2.0,0.8
4653,2.43,3.4
4654,1.21,1.69
4655,2.04,2.27
4656,3.28,1.47
4657,2.12,0.64
4658,1.33,2.81
4659,2.01,0.96
4660,2.45,1.47
4661,1.19,2.47
4662,1.06,2.1
4663,1.43,3.02
4664,0.72,0.84
4665,3.29,1.52
4666,1.81,2.01
4667,0.54,1.04
4668,0.91,4.3
4669,0.54,0.75
4670,1.01,3.06
4671,1.29,1.56
4672,0.91,1.64
4673,1.85,1.54
4674,1.54,1.76
4675,0.77,0.09
4676,3.53,0.46
4677,1.78,1.72
4678,1.53,0.7
4679,0.66,1.22
4680,2.36,0.98
4681,1.3,1.47
4682,1.42,2.08
4683,1.61,0.8
4684,1.14,0.08
4685,1.5,1.22
4686,1.0,0.8
4687,1.78,1.83
4688,1.27,1.86
4689,1.93,1.62
4690,1.29,0.53
4691,1.63,0.74
4692,0.98,2.95
4693,1.41,2.16
4694,0.35,1.21
4695,1.65,0.97
4696,1.93,1.63
4697,2.01,2.12
4698,1.84,1.88
4699,1.73,1.43
4700,1.73,1.89
4701,0.74,3.59
4702,1.38,1.46
4703,1.48,1.37
4704,0.33,0.2
4705,1.23,1.99
4706,1.55,0.88
4707,1.16,1.24
4708,1.65,2.14
4709,1.82,1.42
4710,0.81,2.43
4711,2.48,0.27
4712,0.23,0.79
4713,0.75,2.53
4714,1.44,1.29
4715,2.63,1.54
4716,1.35,1.5
4717,1.69,1.48
4718,2.79,2.86
4719,0.96,3.33
4720,1.42,0.25
4721,2.12,0.67
4722,1.57,2.0
4723,1.55,0.09
4724,1.59,2.02
4725,1.72,2.01
4726,0.56,2.0
4727,1.38,0.14
4728,0.63,1.71
4729,2.24,1.47
4730,1.95,1.58
4731,3.3,1.5
4732,0.69,0.95
4733,1.52,2.08
4734,1.5,1.57
4735,1.34,1.64
4736,1.27,2.58
4737,0.45,3.53
4738,1.44,2.26
4739,2.3,1.13
4740,1.76,0.89
4741,2.27,2.33
4742,1.63,1.68
4743,2.43,2.37
4744,1.24,1.71
4745,1.41,0.81
4746,2.01,2.78
4747,2.21,0.64
4748,0.89,2.72
4749,1.43,1.39
4750,1.27,2.71
4751,1.26,2.71
4752,2.21,1.36
4753,0.75,0.84
4754,2.78,0.92
4755,1.36,2.55
4756,0.83,2.16
4757,2.15,1.8
4758,2.52,2.51
4759,1.31,2.7
4760,0.73,0.1
4761,0.84,1.98
4762,3.09,1.81
4763,1.59,3.17
4764,1.42,1.34
4765,1.31,0.3
4766,2.88,0.71
4767,2.13,2.56
4768,2.42,0.72
4769,0.71,2.53
4770,2.56,1.65
4771,0.76,1.79
4772,2.07,1.88
4773,1.66,0.54
4774,1.75,2.33
4775,1.53,2.26
4776,0.81,2.57
4777,0.82,1.42
4778,1.67,1.04
4779,0.76,1.69
4780,2.11,1.33
4781,2.08,1.35
4782,2.45,0.6
4783,1.34,3.12
4784,1.2,0.39
4785,1.98,1.35
4786,1.54,2.06
4787,1.4,2.68
4788,0.6,2.4
4789,0.68,1.29
4790,1.63,1.14
4791,1.48,0.92
4792,1.38,0.41
4793,2.55,2.87
4794,0.6,1.31
4795,0.16,1.8
4796,0.83,1.91
4797,1.43,3.07
4798,2.21,2.48
4799,1.01,0.33
4800,1.17,1.7
4801,1.07,2.32
4802,1.56,2.13
4803,3.08,1.3
4804,2.18,1.3
4805,2.23,0.94
4806,1.55,0.99
4807,3.57,1.39
4808,2.88,0.62
4809,1.61,2.67
4810,0.91,1.95
4811,1.48,0.92
4812,2.28,1.75
4813,2.31,0.92
4814,1.2,0.71
4815,0.67,1.33
4816,2.13,0.61
4817,2.3,2.0
4818,1.78,1.73
4819,2.62,2.25
4820,0.7,1.72
4821,0.73,2.12
4822,2.05,2.06
4823,2.85,2.4
4824,2.72,0.08
4825,2.36,1.5
4826,2.24,2.89
4827,1.43,2.48
4828,1.37,1.12
4829,1.6,1.95
4830,1.65,1.74
4831,2.35,1.38
4832,2.0,2.01
4833,1.07,1.08
4834,3.55,0.39
4835,1.03,0.83
4836,0.99,3.0
4837,1.27,0.48
4838,1.23,2.24
4839,1.14,2.33
4840,3.03,1.77
4841,0.94,0.73
4842,2.41,1.96
4843,0.54,0.09
4844,1.41,1.76
4845,0.43,2.3
4846,1.82,2.02
4847,1.56,2.52
4848,1.35,2.7
4849,2.15,1.87
4850,1.11,2.52
4851,2.14,1.54
4852,0.45,0.66
4853,1.99,0.27
4854,2.02,2.54
4855,1.46,1.81
4856,1.43,2.39
4857,1.54,0.3
4858,2.47,1.7
4859,1.61,2.24
4860,1.38,1.93
4861,1.46,1.09
4862,0.97,3.06
4863,2.23,1.97
4864,2.54,1.39
4865,0.51,1.05
4866,1.66,0.86
4867,1.49,1.48
4868,2.39,1.52
4869,0.24,0.83
4870,1.6,1.43
4871,1.68,2.19
4872,0.3,2.96
4873,1.1,0.31
4874,2.34,1.99
4875,2.1,0.09
4876,1.69,1.47
4877,1.69,1.22
4878,1.5,0.74
4879,1.21,1.81
4880,1.89,2.54
4881,0.51,0.34
4882,0.64,2.99
4883,1.48,1.11
4884,0.81,1.59
4885,1.32,2.5
4886,1.13,1.48
4887,2.23,0.76
4888,1.66,1.59
4889,1.92,1.37
4890,1.5,2.89
4891,1.04,2.78
4892,1.92,2.95
4893,1.11,2.72
4894,1.5,1.58
4895,2.31,2.86
4896,1.71,2.61
4897,2.84,1.75
4898,1.5,1.58
4899,2.16,1.28
4900,2.56,0.66
4901,1.16,0.86
4902,1.99,2.23
4903,0.68,3.02
4904,2.05,1.38
4905,1.87,2.07
4906,1.75,1.21
4907,1.28,2.02
4908,0.7,1.42
4909,0.14,0.37
4910,1.65,0.15
4911,0.91,1.95
4912,0.14,1.01
4913,1.07,1.88
4914,2.39,1.2
4915,1.95,1.3
4916,1.04,1.14
4917,2.74,2.42
4918,1.69,2.99
4919,1.69,2.11
4920,1.07,3.57
4921,1.47,2.06
4922,2.1,1.08
4923,1.06,2.55
4924,2.27,1.16
4925,1.93,1.87
4926,0.67,2.28
4927,2.04,2.19
4928,1.7,2.22
4929,1.65,2.34
4930,0.49,2.91
4931,0.89,1.54
4932,1.28,2.19
4933,0.22,1.14
4934,1.32,1.3
4935,1.14,2.27
4936,2.52,2.47
4937,2.78,2.77
4938,0.53,1.41
4939,1.29,0.52
4940,0.64,1.74
4941,2.75,2.51
4942,2.26,2.16
4943,0.06,1.05
4944,1.39,2.08
4945,2.1,0.6
4946,2.35,1.62
4947,0.16,1.48
4948,2.94,2.24
4949,2.23,1.79
4950,0.09,2.56
4951,1.98,1.23
4952,2.14,1.97
4953,1.22,1.47
4954,1.47,2.3
4955,1.35,2.18
4956,2.15,1.56
4957,3.02,0.29
4958,2.37,1.67
4959,1.94,1.34
4960,2.74,2.18
4961,2.1,1.46
4962,1.76,2.05
4963,1.58,2.52
4964,0.47,1.15
4965,1.59,0.84
4966,2.32,0.35
4967,1.36,1.14
4968,1.89,2.1
4969,1.62,1.3
4970,2.3,2.88
4971,1.94,1.82
4972,2.63,2.32
4973,2.12,0.85
4974,1.85,0.59
4975,0.35,1.53
4976,2.73,2.44
4977,1.16,1.6
4978,0.77,2.57
4979,1.66,1.79
4980,2.2,0.81
4981,1.21,1.19
4982,2.35,0.63
4983,0.2,1.51
4984,0.45,2.59
4985,1.52,2.96
4986,2.94,1.94
4987,0.84,1.07
4988,2.43,2.31
4989,1.44,1.15
4990,0.91,1.65
4991,1.54,2.33
4992,1.98,1.76
4993,1.31,2.11
4994,1.46,2.82
4995,2.24,1.42
4996,1.38,1.41
4997,1.5,1.94
4998,1.36,1.18
4999,0.58,2.19
5000,1.68,2.01
5001,1.47,1.85
5002,1.76,0.79
5003,0.91,2.18
5004,2.49,1.94
5005,0.76,1.66
5006,2.12,2.07
5007,2.29,1.73
5008,2.0,1.17
5009,1.78,2.45
5010,1.99,2.26
5011,1.85,2.58
5012,2.04,3.13
5013,1.6,1.32
5014,2.39,1.28
5015,2.56,1.78
5016,0.76,2.6
5017,0.87,3.64
5018,2.11,1.69
5019,1.8,2.97
5020,0.4,1.93
5021,2.62,1.02
5022,0.96,2.85
5023,0.27,2.93
5024,1.32,2.76
5025,1.23,1.82
5026,1.76,2.37
5027,1.02,0.81
5028,0.74,2.21
5029,2.17,1.56
5030,2.35,1.6
5031,1.74,0.92
5032,1.86,1.28
5033,1.52,2.85
5034,1.45,2.77
5035,0.58,0.27
5036,1.39,1.12
5037,2.74,1.61
5038,2.07,0.34
5039,0.97,2.59
5040,1.97,1.51
5041,1.52,1.16
5042,2.62,1.42
5043,1.25,1.83
5044,3.44,0.75
5045,0.84,1.41
5046,1.15,1.82
5047,1.95,1.47
5048,1.17,1.86
5049,0.28,2.16
5050,1.23,2.86
5051,2.25,1.47
5052,1.43,1.07
5053,0.74,1.76
5054,2.26,3.36
5055,1.74,1.73
5056,1.16,2.52
5057,1.18,2.26
5058,1.4,0.75
5059,0.65,1.17
5060,0.69,1.33
5061,1.0,1.55
5062,1.68,1.34
5063,0.91,1.5
5064,2.31,0.94
5065,1.04,3.27
5066,2.16,2.22
5067,1.68,1.87
5068,0.44,2.28
5069,1.45,2.98
5070,0.43,2.01
5071,1.75,1.37
5072,1.87,1.65
5073,1.16,2.31
5074,0.64,2.39
5075,1.69,2.17
5076,1.75,2.36
5077,1.47,3.14
5078,1.16,1.91
5079,1.19,2.2
5080,2.32,1.53
5081,1.92,1.76
5082,1.71,1.04
5083,1.49,2.49
5084,0.76,1.11
5085,0.89,0.85
5086,1.65,2.48
5087,1.89,1.23
5088,0.95,2.44
5089,1.51,0.86
5090,1.31,1.48
5091,0.48,1.5
5092,0.86,1.61
5093,1.35,1.03
5094,0.45,1.03
5095,2.6,2.59
5096,2.05,1.37
5097,1.01,0.1
5098,3.06,2.92
5099,0.74,1.93
5100,1.19,2.09
5101,2.79,1.5
5102,1.62,2.29
5103,2.07,1.51
5104,1.57,1.15
5105,0.05,0.31
5106,1.04,2.54
5107,1.81,1.75
5108,0.43,2.37
5109,1.8,1.39
5110,1.14,1.7
5111,2.42,3.0
5112,1.81,1.89
5113,1.58,0.11
5114,2.03,1.18
5115,0.8,0.61
5116,2.83,1.4
5117,0.21,2.24
5118,1.24,1.2
5119,0.61,1.41
5120,0.94,1.88
5121,2.51,0.79
5122,1.45,1.45
5123,0.64,1.77
5124,1.27,1.46
5125,0.64,1.27
5126,1.14,1.25
5127,1.15,2.42
5128,1.46,2.79
5129,2.24,1.69
5130,2.77,0.61
5131,0.21,1.43
5132,0.69,0.93
5133,1.65,2.64
5134,1.52,2.79
5135,2.02,1.99
5136,0.77,1.97
5137,1.28,3.25
5138,0.73,1.52
5139,0.4,2.27
5140,2.63,1.72
5141,0.68,3.3
5142,2.44,1.97
5143,1.46,2.32
5144,0.5,1.2
5145,2.67,2.15
5146,2.71,2.21
5147,2.4,0.83
5148,1.76,2.82
5149,3.15,1.05
5150,2.27,0.93
5151,0.9,0.06
5152,0.91,1.88
5153,1.89,1.4
5154,0.67,2.31
5155,1.26,1.2
5156,1.05,2.22
5157,1.55,2.07
5158,1.59,1.12
5159,1.35,1.77
5160,0.9,1.13
5161,1.43,1.5
5162,0.6,0.23
5163,1.87,1.27
5164,0.26,0.87
5165,0.99,1.43
5166,2.23,3.02
5167,2.5,2.6
5168,0.93,3.43
5169,1.45,2.48
5170,2.71,1.41
5171,1.63,1.18
5172,0.13,0.88
5173,1.57,0.4
